Query_ID,Student_Query,Priority
3388,General timetable inquiry,Low
37,Club membership request,Low
914,Internship approval request,Medium
3973,Elective subject change request,Medium
4134,Assignment deadline extension request,Low
975,ID card reissue process inquiry,Medium
984,ID card reissue process inquiry,Medium
5210,Assignment deadline extension request,Low
1419,Fee payment failed but amount deducted,High
1561,Library access issue,Medium
4136,Request for bonafide certificate,Medium
4266,ID card reissue process inquiry,Medium
1356,Scholarship amount not credited,High
5692,Assignment deadline extension request,Low
988,Assignment deadline extension request,Low
2683,General timetable inquiry,Low
1641,Canteen food quality feedback,Low
1291,Internship approval request,Medium
3682,Assignment deadline extension request,Low
1381,Transcript request status,Medium
1934,Sports event registration query,Low
5046,Library access issue,Medium
3161,Sports event registration query,Low
2031,Internship approval request,Medium
893,Transcript request status,Medium
4070,Admit card not generated for upcoming exam,High
4256,Fee payment failed but amount deducted,High
3,Admit card not generated for upcoming exam,High
2110,Fee payment failed but amount deducted,High
850,Scholarship amount not credited,High
2738,Admit card not generated for upcoming exam,High
2467,Exam portal is not working,High
1915,Request for bonafide certificate,Medium
1597,Result not visible on portal,High
1914,Library access issue,Medium
5653,Canteen food quality feedback,Low
2737,Internship approval request,Medium
727,WiFi slow in library,Low
54,Sports event registration query,Low
1797,Emergency leave approval required,High
3846,Request for bonafide certificate,Medium
2554,Emergency leave approval required,High
2801,WiFi slow in library,Low
937,Result not visible on portal,High
4942,Scholarship amount not credited,High
825,Result not visible on portal,High
4322,Sports event registration query,Low
3402,Emergency leave approval required,High
1390,Request for bonafide certificate,Medium
3565,Sports event registration query,Low
885,Sports event registration query,Low
1869,Club membership request,Low
11,Internship approval request,Medium
3416,General timetable inquiry,Low
1464,WiFi slow in library,Low
807,Fee payment failed but amount deducted,High
4716,Elective subject change request,Medium
4069,Hostel electricity issue urgent,High
2109,Canteen food quality feedback,Low
5063,Result not visible on portal,High
5947,Result not visible on portal,High
2235,General timetable inquiry,Low
964,Library access issue,Medium
4495,Club membership request,Low
2633,WiFi slow in library,Low
705,Library access issue,Medium
432,Scholarship amount not credited,High
4389,Canteen food quality feedback,Low
146,ID card reissue process inquiry,Medium
2034,Scholarship amount not credited,High
5031,Transcript request status,Medium
1166,Hostel electricity issue urgent,High
3501,Fee payment failed but amount deducted,High
2051,General timetable inquiry,Low
3761,Hostel electricity issue urgent,High
2625,Hostel electricity issue urgent,High
4485,Request for bonafide certificate,Medium
4436,Exam portal is not working,High
4779,Exam portal is not working,High
4649,Transcript request status,Medium
4362,General timetable inquiry,Low
2425,Library access issue,Medium
1263,Scholarship amount not credited,High
1772,WiFi slow in library,Low
3512,Admit card not generated for upcoming exam,High
272,Library access issue,Medium
245,Request for bonafide certificate,Medium
5821,Fee payment failed but amount deducted,High
4573,Fee payment failed but amount deducted,High
2033,Elective subject change request,Medium
4741,Hostel electricity issue urgent,High
814,Admit card not generated for upcoming exam,High
3811,WiFi slow in library,Low
4869,Sports event registration query,Low
1805,Elective subject change request,Medium
4347,Hostel electricity issue urgent,High
2462,General timetable inquiry,Low
546,Emergency leave approval required,High
3242,Hostel electricity issue urgent,High
739,Hostel electricity issue urgent,High
311,Admit card not generated for upcoming exam,High
3522,Canteen food quality feedback,Low
1132,WiFi slow in library,Low
5907,Emergency leave approval required,High
4112,Library access issue,Medium
2770,Request for bonafide certificate,Medium
921,ID card reissue process inquiry,Medium
3588,Result not visible on portal,High
3960,Elective subject change request,Medium
39,Fee payment failed but amount deducted,High
4460,Sports event registration query,Low
4279,Club membership request,Low
2984,Admit card not generated for upcoming exam,High
5986,Scholarship amount not credited,High
2668,ID card reissue process inquiry,Medium
3224,Emergency leave approval required,High
1183,Canteen food quality feedback,Low
615,Library access issue,Medium
5890,Request for bonafide certificate,Medium
1467,Emergency leave approval required,High
4498,WiFi slow in library,Low
3043,Transcript request status,Medium
935,Admit card not generated for upcoming exam,High
2420,Club membership request,Low
5412,Library access issue,Medium
4857,Exam portal is not working,High
827,Canteen food quality feedback,Low
1522,Transcript request status,Medium
2931,Transcript request status,Medium
4233,Scholarship amount not credited,High
629,General timetable inquiry,Low
4431,Scholarship amount not credited,High
3854,Club membership request,Low
391,Scholarship amount not credited,High
4346,Internship approval request,Medium
5851,Internship approval request,Medium
3991,Elective subject change request,Medium
401,Elective subject change request,Medium
3360,Canteen food quality feedback,Low
47,Sports event registration query,Low
5754,Club membership request,Low
5910,Club membership request,Low
3643,Result not visible on portal,High
3727,Internship approval request,Medium
5825,ID card reissue process inquiry,Medium
2422,Hostel electricity issue urgent,High
1751,WiFi slow in library,Low
5799,Exam portal is not working,High
4908,Scholarship amount not credited,High
4063,Club membership request,Low
339,Admit card not generated for upcoming exam,High
216,ID card reissue process inquiry,Medium
3664,Sports event registration query,Low
1342,Club membership request,Low
5485,Assignment deadline extension request,Low
3895,Transcript request status,Medium
3641,Emergency leave approval required,High
330,ID card reissue process inquiry,Medium
3005,Internship approval request,Medium
5732,Exam portal is not working,High
3116,Club membership request,Low
5802,General timetable inquiry,Low
2323,Fee payment failed but amount deducted,High
4198,Sports event registration query,Low
3550,Library access issue,Medium
1459,WiFi slow in library,Low
172,Assignment deadline extension request,Low
4204,Library access issue,Medium
5021,WiFi slow in library,Low
3570,Sports event registration query,Low
4227,Assignment deadline extension request,Low
4889,Assignment deadline extension request,Low
4937,Sports event registration query,Low
939,Result not visible on portal,High
61,Elective subject change request,Medium
1241,Library access issue,Medium
5010,Canteen food quality feedback,Low
2121,Emergency leave approval required,High
1525,Request for bonafide certificate,Medium
154,Sports event registration query,Low
482,Request for bonafide certificate,Medium
4461,Club membership request,Low
3921,Exam portal is not working,High
1763,ID card reissue process inquiry,Medium
751,Result not visible on portal,High
1786,Hostel electricity issue urgent,High
4502,Club membership request,Low
2712,Canteen food quality feedback,Low
4846,ID card reissue process inquiry,Medium
4194,ID card reissue process inquiry,Medium
1334,Canteen food quality feedback,Low
5336,Request for bonafide certificate,Medium
2855,Assignment deadline extension request,Low
187,Emergency leave approval required,High
1137,Canteen food quality feedback,Low
2059,Hostel electricity issue urgent,High
5023,Request for bonafide certificate,Medium
149,Result not visible on portal,High
4125,Transcript request status,Medium
3364,Canteen food quality feedback,Low
2867,Result not visible on portal,High
3777,Canteen food quality feedback,Low
1387,Club membership request,Low
5672,Assignment deadline extension request,Low
4960,Transcript request status,Medium
3630,Transcript request status,Medium
5397,Internship approval request,Medium
3029,Exam portal is not working,High
2970,Library access issue,Medium
5208,Elective subject change request,Medium
1709,Exam portal is not working,High
